figure_panel,regimen,biomarker,curve,time_day,value,units,digitization_note
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,10.5,3.190064835744934,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,10.75,2.872568659564964,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,11.0,1.9200896059773411,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,11.25,1.9200896059773411,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,11.5,1.9200896059773411,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,11.75,1.7048471148770286,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,12.0,1.3766252927083473,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,12.25,2.237585782157311,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,12.5,2.237585782157311,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,12.75,2.237585782157311,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,13.0,2.237585782157311,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,13.25,2.237585782157311,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,13.5,1.2850972536174012,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,13.75,1.6025934297973714,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,14.0,1.6025934297973714,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,14.25,1.4438500791835298,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,14.5,1.4122605882591805,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,14.75,2.237585782157311,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,15.0,0.9676010774374314,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,15.25,0.9676010774374314,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,15.5,0.9676010774374314,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,15.75,0.9676010774374314,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,16.0,1.2065309492548626,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,16.25,1.2850972536174012,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,16.5,1.2850972536174012,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,16.75,1.2850972536174012,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,17.0,1.2332597896560593,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,17.25,0.9676010774374314,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,17.5,0.9676010774374314,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,17.75,0.9676010774374314,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,18.0,0.9676010774374314,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,18.25,0.9676010774374314,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,18.5,1.1263539030035599,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,18.75,1.3648763518726565,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,19.0,1.1263539030035599,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,19.25,1.1263539030035599,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
