figure_panel,regimen,patient_rank_fraction,approx_virtual_patient_rank_if_N4500,tumor_change_percent_day84,units,digitization_note
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7980,3591,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8000,3600,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8020,3609,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8040,3618,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8060,3627,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8080,3636,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8100,3645,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8120,3654,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8140,3663,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8160,3672,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8180,3681,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8200,3690,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8220,3699,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8240,3708,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8260,3717,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8280,3726,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8300,3735,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8320,3744,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8340,3753,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8360,3762,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8380,3771,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8400,3780,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8420,3789,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8440,3798,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8460,3807,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8480,3816,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8500,3825,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8520,3834,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8540,3843,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8560,3852,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8580,3861,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8600,3870,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8620,3879,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8640,3888,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8660,3897,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8680,3906,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8700,3915,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8720,3924,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8740,3933,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8760,3942,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8780,3951,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8800,3960,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8820,3969,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8840,3978,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8860,3987,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8880,3996,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8900,4005,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8920,4014,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8940,4023,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8960,4032,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.8980,4041,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.9000,4050,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.9020,4059,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.9040,4068,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.9060,4077,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.9080,4086,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.9100,4095,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.9120,4104,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.9140,4113,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.9160,4122,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.9180,4131,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.9200,4140,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
